!TheSky Version 10.5.0 Build 13572 (64 bit)
ASCOM Mount
:NODA
:EQUAT
+39 00 26 2024 7 14 29.20 987.00 231.65  0.94 0.5500 0.0065
21 43 18.4460 +72 29 08.368 09 28 59.9527 +109 20 06.469  16 23.130 
23 46 02.2988 +77 38 38.725 11 26 17.6308 +104 03 28.734  16 24.711 
23 10 44.0556 +75 30 19.237 10 52 51.6674 +106 15 10.121  16 26.000 
09 58 30.6194 +81 07 54.001 09 23 55.5985 +82 59 13.276  16 27.253 
11 34 22.1631 +80 08 32.927 11 09 23.9204 +81 53 51.875  16 28.403 
13 00 11.0207 +77 29 21.037 12 40 58.8650 +79 02 25.612  16 28.824 
11 41 28.4350 +71 52 06.049 11 18 33.1371 +73 36 45.114  16 29.217 
12 44 28.9104 +68 53 41.696 12 23 44.2715 +70 29 55.289  16 29.590 
12 11 09.2363 +64 59 00.536 11 49 25.6843 +66 40 33.211  16 29.922 
13 03 04.3462 +62 27 49.310 12 42 25.1716 +64 01 23.885  16 30.320 
13 58 16.2235 +63 57 44.844 13 38 39.1395 +65 21 14.837  16 30.692 
14 55 14.8580 +66 55 30.759 14 36 39.4546 +68 07 12.118  16 31.066 
15 19 41.9451 +59 46 52.712 15 00 16.8407 +60 53 21.968  16 31.383 
15 19 01.7646 +54 40 04.716 14 59 06.3897 +55 38 18.059  16 31.684 
14 56 45.2229 +46 26 43.852 14 36 09.7038 +47 29 42.670  16 32.005 
14 29 43.3462 +47 41 35.858 14 09 05.0833 +49 00 28.165  16 32.317 
14 15 35.7700 +55 39 00.275 13 55 22.1512 +57 00 43.852  16 32.705 
13 45 06.6133 +56 13 18.497 13 24 37.1385 +57 40 49.854  16 33.016 
13 05 29.8514 +52 27 41.449 12 44 22.6265 +54 02 21.637  16 33.354 
13 31 57.8043 +47 40 01.659 13 10 56.6631 +49 10 38.027  16 33.727 
13 55 16.5399 +40 07 03.039 13 34 06.6729 +41 33 24.926  16 34.043 
14 13 51.4620 +36 42 44.138 13 52 38.0717 +37 56 05.198  16 34.359 
13 52 12.1704 +31 42 14.615 13 30 43.4148 +33 00 41.226  16 34.693 
13 34 17.8444 +32 20 51.316 13 12 46.0014 +33 52 15.036  16 36.732 
13 09 57.7036 +37 22 48.378 12 48 26.7267 +38 58 39.202  16 37.051 
12 48 49.5603 +35 04 21.096 12 27 10.0427 +36 43 44.646  16 37.363 
12 33 14.8643 +42 48 02.866 12 11 35.5206 +44 29 40.993  16 37.707 
12 42 39.0135 +44 23 31.524 12 21 05.3650 +46 03 29.301  16 38.061 
11 57 37.4977 +47 35 11.064 11 35 36.8073 +49 21 06.991  16 38.395 
11 16 09.1621 +43 45 15.936 10 53 50.5537 +45 34 57.396  16 38.729 
10 49 24.6009 +44 31 46.875 10 26 54.8039 +46 22 52.806  16 39.350 
10 57 57.5228 +49 56 22.607 10 35 15.2287 +51 46 54.481  16 40.540 
10 21 38.7197 +51 52 55.787 09 58 23.9297 +53 44 44.343  16 40.871 
10 32 23.5498 +59 11 05.693 10 08 35.4586 +61 02 17.476  16 41.283 
10 25 40.4501 +66 49 52.049 10 00 29.2547 +68 40 58.433  16 41.625 
10 18 38.8027 +73 15 20.160 09 51 14.6610 +75 06 22.677  16 41.974 
08 47 31.4665 +72 00 49.698 08 17 26.9601 +73 49 12.784  16 42.409 
12 25 36.4561 +56 27 49.945 12 03 51.9722 +58 09 20.239  16 43.038 
11 45 05.8831 +35 36 31.057 11 23 07.8058 +37 15 16.546  16 43.429 
11 41 23.4275 +29 38 25.388 11 19 29.9981 +31 18 14.548  16 43.733 
12 03 02.1884 +28 29 50.703 11 41 13.3632 +30 07 34.699  16 44.076 
12 36 37.9932 +25 03 03.246 12 14 52.5852 +26 36 28.411  16 44.404 
12 45 51.1070 +25 26 09.107 12 24 07.0915 +26 57 53.809  16 44.696 
13 17 00.6757 +19 53 45.710 12 55 14.0857 +21 21 15.945  16 45.017 
13 32 24.8982 +22 00 46.494 13 10 40.1881 +23 25 29.570  16 45.316 
14 07 54.9462 +18 33 45.007 13 46 06.6159 +19 52 13.080  16 45.643 
14 13 01.1773 +23 34 30.978 13 51 19.8905 +25 01 12.031  16 45.950 
14 45 12.9157 +20 02 35.090 14 23 27.1793 +21 13 32.098  16 46.273 
14 40 15.6857 +13 36 42.478 14 18 17.5784 +14 49 14.778  16 46.576 
15 13 34.0802 +11 41 36.998 14 51 30.9395 +12 47 25.420  16 46.901 
15 29 27.6891 +04 08 20.079 15 07 07.8525 +05 11 19.731  16 47.207 
15 48 41.4279 +09 05 06.515 15 26 29.7041 +10 12 50.576  16 47.518 
16 12 02.5397 +05 57 29.636 15 49 43.9188 +06 52 36.239  16 47.838 
15 57 44.6395 +01 00 56.361 15 35 17.7333 +01 58 06.660  16 48.134 
15 26 14.1717 -04 08 40.529 15 03 38.6122 -03 04 14.153  16 48.430 
14 55 58.6728 -08 54 29.119 14 33 17.1137 -07 43 14.952  16 48.736 
